id_transaction,no_ligne,id_produit,quantite,id_emplacement_source,id_emplacement_destination,lot_serie,code_motif
BL/ME25/03446,,31988,0,627,COSTUMER LOCATION,,
BL/ME25/03446,,31995,200,305,COSTUMER LOCATION,,
BL/ME25/03446,,32000,40,627,COSTUMER LOCATION,,
BL/ME25/03446,,31441,60,632,COSTUMER LOCATION,,
BL/ME25/03446,,31543,200,193,COSTUMER LOCATION,,
BL/ME25/03446,,31565,500,555,COSTUMER LOCATION,,
BL/ME25/03446,,31531,150,647,COSTUMER LOCATION,,
BL/ME25/03446,,31579,100,300,COSTUMER LOCATION,,
BL/ME25/03446,,31584,500,537,COSTUMER LOCATION,,
BL/ME25/03446,,32082,6,376,COSTUMER LOCATION,,
BL/ME25/03446,,35594,50,626,COSTUMER LOCATION,,
BL/ME25/03446,,35580,100,626,COSTUMER LOCATION,,
BL/ME25/03446,,34406,100,602,COSTUMER LOCATION,,
BL/ME25/03446,,34393,60,389,COSTUMER LOCATION,,
BL/ME25/03446,,31554,800,541,COSTUMER LOCATION,,
BL/ME25/03446,,31557,300,340,COSTUMER LOCATION,,
BL/ME25/03446,,31574,100,300,COSTUMER LOCATION,,
BL/ME25/03446,,31595,300,548,COSTUMER LOCATION,,
BL/ME25/03446,,31760,42,366,COSTUMER LOCATION,,
BL/ME25/03446,,35574,200,626,COSTUMER LOCATION,,
BL/ME25/03446,,35585,200,626,COSTUMER LOCATION,,
BL/ME25/03446,,34016,200,625,COSTUMER LOCATION,,
BL/ME25/03446,,34392,0,106,COSTUMER LOCATION,,
BL/ME25/03446,,34395,32,306,COSTUMER LOCATION,,
BL/ME25/03446,,31484,120,18,COSTUMER LOCATION,,
BL/ME25/03446,,31484,480,583,COSTUMER LOCATION,,
BL/ME25/03446,,31801,60,18,COSTUMER LOCATION,,
BL/ME25/03446,,31841,60,21,COSTUMER LOCATION,,
BL/ME25/03446,,31850,80,43,COSTUMER LOCATION,,
BL/ME25/03446,,31859,60,311,COSTUMER LOCATION,,
BL/ME25/03446,,31866,60,18,COSTUMER LOCATION,,
BL/ME25/03446,,31501,120,311,COSTUMER LOCATION,,
BL/ME25/03446,,31883,60,312,COSTUMER LOCATION,,
BL/ME25/03446,,31887,60,567,COSTUMER LOCATION,,
BL/ME25/03446,,31509,360,310,COSTUMER LOCATION,,
BL/ME25/03446,,31951,120,8,COSTUMER LOCATION,,
BL/ME25/03446,,31960,60,571,COSTUMER LOCATION,,
BL/ME25/03449,,31472,100,631,COSTUMER LOCATION,,
BL/ME25/03449,,31480,30,559,COSTUMER LOCATION,,
BL/ME25/03449,,31960,120,571,COSTUMER LOCATION,,
BL/ME25/03449,,31952,60,334,COSTUMER LOCATION,,
BL/ME25/03449,,31953,240,46,COSTUMER LOCATION,,
BL/ME25/03449,,31898,80,589,COSTUMER LOCATION,,
BL/ME25/03449,,31484,840,583,COSTUMER LOCATION,,
BL/ME25/03449,,31509,360,310,COSTUMER LOCATION,,
BL/ME25/03449,,31499,80,583,COSTUMER LOCATION,,
BL/ME25/03449,,32013,5,243,COSTUMER LOCATION,,
BL/ME25/03449,,34395,32,306,COSTUMER LOCATION,,
BL/ME25/03449,,31584,500,537,COSTUMER LOCATION,,
BL/ME25/03449,,31578,100,384,COSTUMER LOCATION,,
BL/ME25/03449,,31723,1400,214,COSTUMER LOCATION,,
BL/ME25/03449,,31729,1500,535,COSTUMER LOCATION,,
BL/ME25/03449,,31732,1000,540,COSTUMER LOCATION,,
BL/ME25/03463,,35596,120,292,COSTUMER LOCATION,,
BL/ME25/03463,,35574,600,626,COSTUMER LOCATION,,
BL/ME25/03463,,35586,200,626,COSTUMER LOCATION,,
BL/ME25/03463,,31796,60,27,COSTUMER LOCATION,,
BL/ME25/03463,,31801,120,18,COSTUMER LOCATION,,
BL/ME25/03463,,31953,60,46,COSTUMER LOCATION,,
BL/ME25/03463,,31994,800,305,COSTUMER LOCATION,,
BL/ME25/03463,,34201,75,286,COSTUMER LOCATION,,
BL/ME25/03463,,34201,25,298,COSTUMER LOCATION,,
BL/ME25/03463,,34202,100,502,COSTUMER LOCATION,,
BL/ME25/03463,,34203,40,286,COSTUMER LOCATION,,
BL/ME25/03463,,34183,100,502,COSTUMER LOCATION,,
BL/ME25/03463,,31761,1500,366,COSTUMER LOCATION,,
BL/ME25/03516,,31688,0,596,COSTUMER LOCATION,,
BL/ME25/03516,,31688,0,598,COSTUMER LOCATION,,
BL/ME25/03516,,31706,0,598,COSTUMER LOCATION,,
BL/ME25/03516,,31706,0,361,COSTUMER LOCATION,,
BL/ME25/03516,,31706,0,365,COSTUMER LOCATION,,
BL/ME25/03516,,31674,0,598,COSTUMER LOCATION,,
BL/ME25/03516,,31698,0,598,COSTUMER LOCATION,,
BL/ME25/03516,,31700,0,338,COSTUMER LOCATION,,
BL/ME25/03516,,31647,0,356,COSTUMER LOCATION,,
BL/ME25/03516,,31647,0,367,COSTUMER LOCATION,,
BL/ME25/03516,,31665,0,341,COSTUMER LOCATION,,
BL/ME25/03516,,36622,0,628,COSTUMER LOCATION,,
BL/ME25/03516,,39033,0,1403,COSTUMER LOCATION,,
BL/ME25/03448,,35595,400,292,COSTUMER LOCATION,,
BL/ME25/03448,,35597,96,111,COSTUMER LOCATION,,
BL/ME25/03437,,31584,200,537,COSTUMER LOCATION,,
BL/ME25/03437,,31587,300,297,COSTUMER LOCATION,,
BL/ME25/03437,,34016,100,647,COSTUMER LOCATION,,
BL/ME25/03437,,34015,300,536,COSTUMER LOCATION,,
BL/ME25/03437,,34015,700,627,COSTUMER LOCATION,,
BL/ME25/03437,,34391,100,391,COSTUMER LOCATION,,
BL/ME25/03448,,31554,500,302,COSTUMER LOCATION,,
BL/ME25/03448,,31565,200,555,COSTUMER LOCATION,,
BL/ME25/03448,,31543,200,193,COSTUMER LOCATION,,
BL/ME25/03448,,31552,240,623,COSTUMER LOCATION,,
BL/ME25/03448,,31729,750,638,COSTUMER LOCATION,,
BL/ME25/03448,,31993,300,627,COSTUMER LOCATION,,
BL/ME25/03448,,32001,270,653,COSTUMER LOCATION,,
BL/ME25/03448,,31766,720,1403,COSTUMER LOCATION,,
BL/ME25/03437,,34014,300,625,COSTUMER LOCATION,,
BL/ME25/03437,,34013,100,366,COSTUMER LOCATION,,
BL/ME25/03448,,31766,80,366,COSTUMER LOCATION,,
BL/ME25/03437,,34403,100,625,COSTUMER LOCATION,,
BL/ME25/03437,,34397,50,307,COSTUMER LOCATION,,
BL/ME25/03437,,34017,100,625,COSTUMER LOCATION,,
BL/ME25/03437,,34393,180,556,COSTUMER LOCATION,,
BL/ME25/03437,,34392,240,106,COSTUMER LOCATION,,
BL/ME25/03437,,32078,12,366,COSTUMER LOCATION,,
BL/ME25/03437,,32081,12,639,COSTUMER LOCATION,,
BL/ME25/03437,,32087,18,295,COSTUMER LOCATION,,
BL/ME25/03437,,32088,30,543,COSTUMER LOCATION,,
BL/ME25/03437,,32089,15,366,COSTUMER LOCATION,,
BL/ME25/03437,,31463,300,529,COSTUMER LOCATION,,
BL/ME25/03437,,31449,100,502,COSTUMER LOCATION,,
BL/ME25/03437,,31453,60,530,COSTUMER LOCATION,,
BL/ME25/03437,,31447,50,531,COSTUMER LOCATION,,
BL/ME25/03437,,31440,200,632,COSTUMER LOCATION,,
BL/ME25/03437,,31441,100,632,COSTUMER LOCATION,,
BL/ME25/03463,,31342,32,360,COSTUMER LOCATION,,
BL/ME25/03463,,31484,240,583,COSTUMER LOCATION,,
BL/ME25/03463,,31485,80,55,COSTUMER LOCATION,,
BL/ME25/03463,,31587,800,297,COSTUMER LOCATION,,
BL/ME25/03463,,34018,400,366,COSTUMER LOCATION,,
BL/ME25/03463,,34014,400,625,COSTUMER LOCATION,,
BL/ME25/03463,,34402,50,557,COSTUMER LOCATION,,
BL/ME25/03463,,34013,600,625,COSTUMER LOCATION,,
BL/ME25/03463,,34403,400,625,COSTUMER LOCATION,,
BL/ME25/03463,,34017,400,625,COSTUMER LOCATION,,
BL/ME25/03463,,35585,1500,626,COSTUMER LOCATION,,
BL/ME25/03463,,35578,400,627,COSTUMER LOCATION,,
BL/ME25/03463,,35576,400,626,COSTUMER LOCATION,,
BL/ME25/03463,,35598,32,306,COSTUMER LOCATION,,
BL/ME25/03438,,31543,100,294,COSTUMER LOCATION,,
BL/ME25/03446,,31799,60,10,COSTUMER LOCATION,,
BL/ME25/03446,,31803,60,20,COSTUMER LOCATION,,
BL/ME25/03446,,31848,120,21,COSTUMER LOCATION,,
BL/ME25/03446,,31858,180,583,COSTUMER LOCATION,,
BL/ME25/03446,,31860,60,565,COSTUMER LOCATION,,
BL/ME25/03446,,31876,60,371,COSTUMER LOCATION,,
BL/ME25/03446,,31881,60,25,COSTUMER LOCATION,,
BL/ME25/03446,,31886,60,563,COSTUMER LOCATION,,
BL/ME25/03438,,34015,200,602,COSTUMER LOCATION,,
BL/ME25/03438,,34015,200,627,COSTUMER LOCATION,,
BL/ME25/03438,,34014,100,625,COSTUMER LOCATION,,
BL/ME25/03438,,35595,160,292,COSTUMER LOCATION,,
BL/ME25/03438,,35596,120,306,COSTUMER LOCATION,,
BL/ME25/03438,,34392,160,106,COSTUMER LOCATION,,
BL/ME25/03438,,35584,200,626,COSTUMER LOCATION,,
BL/ME25/03438,,35585,200,626,COSTUMER LOCATION,,
BL/ME25/03438,,35576,100,371,COSTUMER LOCATION,,
BL/ME25/03438,,35574,200,625,COSTUMER LOCATION,,
BL/ME25/03438,,35580,100,626,COSTUMER LOCATION,,
BL/ME25/03438,,31994,200,502,COSTUMER LOCATION,,
BL/ME25/03438,,32079,6,639,COSTUMER LOCATION,,
BL/ME25/03438,,32079,12,628,COSTUMER LOCATION,,
BL/ME25/03438,,32086,24,295,COSTUMER LOCATION,,
BL/ME25/03438,,32087,24,366,COSTUMER LOCATION,,
BL/ME25/03438,,32088,24,543,COSTUMER LOCATION,,
BL/ME25/03438,,32089,12,366,COSTUMER LOCATION,,
BL/ME25/03446,,31734,60,289,COSTUMER LOCATION,,
BL/ME25/03446,,31889,60,16,COSTUMER LOCATION,,
BL/ME25/03446,,31942,80,571,COSTUMER LOCATION,,
BL/ME25/03446,,31953,60,46,COSTUMER LOCATION,,
BL/ME25/03446,,31732,600,540,COSTUMER LOCATION,,
BL/ME25/03446,,31985,160,553,COSTUMER LOCATION,,
BL/ME25/03446,,31987,40,649,COSTUMER LOCATION,,
BL/ME25/03446,,31992,100,627,COSTUMER LOCATION,,
BL/ME25/03446,,31993,300,342,COSTUMER LOCATION,,
BL/ME25/03446,,31994,200,305,COSTUMER LOCATION,,
BL/ME25/03446,,31440,120,66,COSTUMER LOCATION,,
BL/ME25/03446,,31453,60,530,COSTUMER LOCATION,,
BL/ME25/03446,,31549,200,596,COSTUMER LOCATION,,
BL/ME25/03446,,31756,120,631,COSTUMER LOCATION,,
BL/ME25/03446,,31723,600,214,COSTUMER LOCATION,,
BL/ME25/03446,,31986,480,305,COSTUMER LOCATION,,
BL/ME25/03448,,34014,300,625,COSTUMER LOCATION,,
BL/ME25/03448,,34016,1000,625,COSTUMER LOCATION,,
BL/ME25/03448,,34408,100,185,COSTUMER LOCATION,,
BL/ME25/03448,,34403,200,625,COSTUMER LOCATION,,
BL/ME25/03448,,35574,500,626,COSTUMER LOCATION,,
BL/ME25/03448,,35580,200,626,COSTUMER LOCATION,,
BL/ME25/03448,,35585,800,626,COSTUMER LOCATION,,
BL/ME25/03448,,35588,100,310,COSTUMER LOCATION,,
BL/ME25/03449,,31373,240,637,COSTUMER LOCATION,,
BL/ME25/03449,,31375,120,214,COSTUMER LOCATION,,
BL/ME25/03449,,31377,120,214,COSTUMER LOCATION,,
BL/ME25/03449,,31778,50,628,COSTUMER LOCATION,,
BL/ME25/03449,,31866,420,18,COSTUMER LOCATION,,
BL/ME25/03449,,31848,240,311,COSTUMER LOCATION,,
BL/ME25/03449,,31552,240,364,COSTUMER LOCATION,,
BL/ME25/03449,,31587,300,297,COSTUMER LOCATION,,
BL/ME25/03449,,31594,300,549,COSTUMER LOCATION,,
BL/ME25/03449,,31725,1500,532,COSTUMER LOCATION,,
BL/ME25/03449,,31734,80,289,COSTUMER LOCATION,,
BL/ME25/03449,,31876,120,329,COSTUMER LOCATION,,
BL/ME25/03449,,31858,600,583,COSTUMER LOCATION,,
BL/ME25/03449,,31860,300,565,COSTUMER LOCATION,,
BL/ME25/03449,,31801,120,18,COSTUMER LOCATION,,
BL/ME25/03449,,31796,120,21,COSTUMER LOCATION,,
BL/ME25/03449,,31794,120,569,COSTUMER LOCATION,,
BL/ME25/03449,,31798,180,321,COSTUMER LOCATION,,
BL/ME25/03449,,31799,420,583,COSTUMER LOCATION,,
BL/ME25/03449,,31887,120,567,COSTUMER LOCATION,,
BL/ME25/03449,,31940,180,582,COSTUMER LOCATION,,
BL/ME25/03449,,31938,60,583,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,504,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,346,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,348,COSTUMER LOCATION,,
BL/ME25/03448,,35596,180,200,COSTUMER LOCATION,,
BL/ME25/03448,,35598,64,306,COSTUMER LOCATION,,
BL/ME25/03448,,31549,200,342,COSTUMER LOCATION,,
BL/ME25/03448,,31551,200,625,COSTUMER LOCATION,,
BL/ME25/03448,,31723,2000,214,COSTUMER LOCATION,,
BL/ME25/03448,,31994,300,305,COSTUMER LOCATION,,
BL/ME25/03448,,31985,160,524,COSTUMER LOCATION,,
BL/ME25/03448,,31985,240,627,COSTUMER LOCATION,,
BL/ME25/03448,,32002,270,627,COSTUMER LOCATION,,
BL/ME25/03448,,34013,500,625,COSTUMER LOCATION,,
BL/ME25/03448,,34018,300,366,COSTUMER LOCATION,,
BL/ME25/03448,,34015,1000,625,COSTUMER LOCATION,,
BL/ME25/03448,,34397,100,307,COSTUMER LOCATION,,
BL/ME25/03448,,34395,64,306,COSTUMER LOCATION,,
BL/ME25/03448,,35576,300,626,COSTUMER LOCATION,,
BL/ME25/03448,,35578,200,538,COSTUMER LOCATION,,
BL/ME25/03448,,35584,800,626,COSTUMER LOCATION,,
BL/ME25/03448,,35586,200,626,COSTUMER LOCATION,,
BL/ME25/03449,,31737,2000,524,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,361,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,619,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,360,COSTUMER LOCATION,,
BL/ME25/03449,,31850,0,335,COSTUMER LOCATION,,
BL/ME25/03649,,32087,360,628,COSTUMER LOCATION,,
BL/ME25/03649,,32088,3,543,COSTUMER LOCATION,,
BL/ME25/03649,,32088,312,628,COSTUMER LOCATION,,
BL/ME25/03649,,32088,9,524,COSTUMER LOCATION,,
BL/ME25/03649,,32089,39,366,COSTUMER LOCATION,,
BL/ME25/03649,,32089,72,628,COSTUMER LOCATION,,
BL/ME25/03649,,36498,15,366,COSTUMER LOCATION,,
BL/ME25/03649,,36658,30,628,COSTUMER LOCATION,,
BL/ME25/01,,32088,15,543,COSTUMER LOCATION,,
BL/ME25/01,,32088,51,628,COSTUMER LOCATION,,
BL/ME25/03653,,34015,0,364,COSTUMER LOCATION,,
BL/ME25/03653,,34393,0,537,COSTUMER LOCATION,,
BL/ME25/03653,,31760,196,366,COSTUMER LOCATION,,
BL/ME25/03653,,34013,400,625,COSTUMER LOCATION,,
BL/ME25/03653,,34014,300,625,COSTUMER LOCATION,,
BL/ME25/03653,,34014,0,625,COSTUMER LOCATION,,
BL/ME25/03653,,34017,0,364,COSTUMER LOCATION,,
BL/ME25/03653,,34017,200,364,COSTUMER LOCATION,,
BL/ME25/03653,,34402,50,625,COSTUMER LOCATION,,
BL/ME25/03653,,34402,0,625,COSTUMER LOCATION,,
BL/ME25/03653,,34391,150,391,COSTUMER LOCATION,,
BL/ME25/03653,,34391,0,625,COSTUMER LOCATION,,
BL/ME25/03653,,34018,100,366,COSTUMER LOCATION,,
BL/ME25/03653,,34018,0,366,COSTUMER LOCATION,,
BL/ME25/03653,,34393,0,537,COSTUMER LOCATION,,
BL/ME25/03653,,34018,100,366,COSTUMER LOCATION,,
BL/ME25/03653,,34018,0,366,COSTUMER LOCATION,,
BL/ME25/03653,,34394,32,310,COSTUMER LOCATION,,
BL/ME25/03653,,34394,0,602,COSTUMER LOCATION,,
BL/ME25/03653,,34018,100,366,COSTUMER LOCATION,,
BL/ME25/03653,,34018,0,366,COSTUMER LOCATION,,
BL/ME25/03653,,34018,0,366,COSTUMER LOCATION,,
BL/ME25/03697,,31587,0,548,COSTUMER LOCATION,,
BL/ME25/03697,,31584,0,200,COSTUMER LOCATION,,
BL/ME25/03697,,31595,0,601,COSTUMER LOCATION,,
BL/ME25/03697,,31579,0,300,COSTUMER LOCATION,,
BL/ME25/03697,,32003,0,339,COSTUMER LOCATION,,
BL/ME25/03697,,31997,0,339,COSTUMER LOCATION,,
BL/ME25/03697,,31772,130,310,COSTUMER LOCATION,,
BL/ME25/03697,,31761,150,366,COSTUMER LOCATION,,
BL/ME25/03703,,32078,48,366,COSTUMER LOCATION,,
BL/ME25/03703,,32079,18,366,COSTUMER LOCATION,,
BL/ME25/03703,,32082,24,376,COSTUMER LOCATION,,
BL/ME25/03703,,34403,100,537,COSTUMER LOCATION,,
BL/ME25/03703,,34015,200,536,COSTUMER LOCATION,,
BL/ME25/03703,,39907,40,214,COSTUMER LOCATION,,
BL/ME25/03703,,36155,6,628,COSTUMER LOCATION,,
BL/ME25/03572,,31485,80,55,COSTUMER LOCATION,,
BL/ME25/03572,,31767,150,1403,COSTUMER LOCATION,,
BL/ME25/03572,,31770,60,1403,COSTUMER LOCATION,,
BL/ME25/03572,,31766,320,366,COSTUMER LOCATION,,
BL/ME25/03572,,31760,56,366,COSTUMER LOCATION,,
BL/ME25/03572,,31769,112,366,COSTUMER LOCATION,,
BL/ME25/03572,,31732,1200,540,COSTUMER LOCATION,,
BL/ME25/03572,,31723,2600,214,COSTUMER LOCATION,,
BL/ME25/03572,,31569,300,294,COSTUMER LOCATION,,
BL/ME25/03572,,31565,500,555,COSTUMER LOCATION,,
BL/ME25/03572,,31796,60,27,COSTUMER LOCATION,,
BL/ME25/03572,,31886,60,563,COSTUMER LOCATION,,
BL/ME25/03572,,31848,60,311,COSTUMER LOCATION,,
BL/ME25/03576,,31848,60,311,COSTUMER LOCATION,,
BL/ME25/03576,,31866,60,565,COSTUMER LOCATION,,
BL/ME25/03576,,31493,240,18,COSTUMER LOCATION,,
BL/ME25/03576,,31499,80,583,COSTUMER LOCATION,,
BL/ME25/03576,,34408,50,185,COSTUMER LOCATION,,
BL/ME25/03576,,39030,240,214,COSTUMER LOCATION,,
BL/ME25/03576,,31388,60,214,COSTUMER LOCATION,,
BL/ME25/03576,,31398,30,214,COSTUMER LOCATION,,
BL/ME25/03576,,31740,160,524,COSTUMER LOCATION,,
BL/ME25/03576,,31737,200,600,COSTUMER LOCATION,,
BL/ME25/03576,,31723,1000,214,COSTUMER LOCATION,,
BL/ME25/03576,,31732,600,208,COSTUMER LOCATION,,
BL/ME25/03576,,31531,300,647,COSTUMER LOCATION,,
BL/ME25/03576,,31528,300,302,COSTUMER LOCATION,,
BL/ME25/03576,,31517,120,639,COSTUMER LOCATION,,
BL/ME25/03576,,31517,30,647,COSTUMER LOCATION,,
BL/ME25/03576,,32089,15,366,COSTUMER LOCATION,,
BL/ME25/03576,,32088,33,543,COSTUMER LOCATION,,
BL/ME25/03576,,32088,27,628,COSTUMER LOCATION,,
BL/ME25/03576,,32086,60,628,COSTUMER LOCATION,,
BL/ME25/03576,,32085,60,628,COSTUMER LOCATION,,
BL/ME25/03576,,32077,210,628,COSTUMER LOCATION,,
BL/ME25/03576,,32079,18,628,COSTUMER LOCATION,,
BL/ME25/03576,,32080,18,366,COSTUMER LOCATION,,
BL/ME25/03576,,32081,6,639,COSTUMER LOCATION,,
BL/ME25/03576,,32078,6,366,COSTUMER LOCATION,,
BL/ME25/03594,,31595,100,548,COSTUMER LOCATION,,
BL/ME25/03594,,31987,20,649,COSTUMER LOCATION,,
BL/ME25/03594,,32085,12,628,COSTUMER LOCATION,,
BL/ME25/03594,,32087,12,628,COSTUMER LOCATION,,
BL/ME25/03594,,31584,200,537,COSTUMER LOCATION,,
BL/ME25/03594,,31549,100,364,COSTUMER LOCATION,,
BL/ME25/03594,,31557,200,625,COSTUMER LOCATION,,
BL/ME25/03594,,32086,12,628,COSTUMER LOCATION,,
BL/ME25/03594,,32088,12,543,COSTUMER LOCATION,,
BL/ME25/03370,,31565,600,365,COSTUMER LOCATION,,
BL/ME25/03370,,31584,100,537,COSTUMER LOCATION,,
BL/ME25/03370,,31554,400,555,COSTUMER LOCATION,,
BL/ME25/03370,,31557,300,625,COSTUMER LOCATION,,
BL/ME25/03370,,31723,1000,214,COSTUMER LOCATION,,
BL/ME25/03370,,31724,200,214,COSTUMER LOCATION,,
BL/ME25/03370,,31725,300,635,COSTUMER LOCATION,,
BL/ME25/03370,,31729,150,76,COSTUMER LOCATION,,
BL/ME25/03370,,31995,100,627,COSTUMER LOCATION,,
BL/ME25/03370,,31993,100,627,COSTUMER LOCATION,,
BL/ME25/03370,,31994,100,627,COSTUMER LOCATION,,
BL/ME25/03653,,31982,60,524,COSTUMER LOCATION,,
BL/ME25/03653,,31778,30,628,COSTUMER LOCATION,,
BL/ME25/03653,,31775,40,207,COSTUMER LOCATION,,
BL/ME25/03653,,31775,0,207,COSTUMER LOCATION,,
BL/ME25/03653,,31777,80,280,COSTUMER LOCATION,,
BL/ME25/03653,,31780,180,281,COSTUMER LOCATION,,
BL/ME25/03653,,31780,0,281,COSTUMER LOCATION,,
BL/ME25/03653,,34393,0,537,COSTUMER LOCATION,,
BL/ME25/03572,,31932,60,27,COSTUMER LOCATION,,
BL/ME25/03572,,31953,60,46,COSTUMER LOCATION,,
BL/ME25/03572,,34016,100,625,COSTUMER LOCATION,,
BL/ME25/03572,,34015,100,625,COSTUMER LOCATION,,
BL/ME25/03572,,31554,1500,302,COSTUMER LOCATION,,
BL/ME25/03572,,31557,800,625,COSTUMER LOCATION,,
BL/ME25/03572,,32087,30,628,COSTUMER LOCATION,,
BL/ME25/03572,,31940,60,49,COSTUMER LOCATION,,
BL/ME25/03650,,31554,1500,555,COSTUMER LOCATION,,
BL/ME25/03650,,31995,400,627,COSTUMER LOCATION,,
BL/ME25/03650,,31994,300,627,COSTUMER LOCATION,,
BL/ME25/03650,,31549,400,364,COSTUMER LOCATION,,
BL/ME25/03650,,32084,24,293,COSTUMER LOCATION,,
BL/ME25/03650,,32087,30,628,COSTUMER LOCATION,,
BL/ME25/03650,,32086,18,628,COSTUMER LOCATION,,
BL/ME25/03650,,32085,24,628,COSTUMER LOCATION,,
BL/ME25/03650,,32089,9,366,COSTUMER LOCATION,,
BL/ME25/03650,,31732,2000,540,COSTUMER LOCATION,,
BL/ME25/03650,,31733,60,533,COSTUMER LOCATION,,
BL/ME25/03650,,31731,200,533,COSTUMER LOCATION,,
BL/ME25/03650,,34397,50,307,COSTUMER LOCATION,,
BL/ME25/03650,,34016,200,625,COSTUMER LOCATION,,
BL/ME25/03650,,35595,80,292,COSTUMER LOCATION,,
BL/ME25/03650,,35596,60,292,COSTUMER LOCATION,,
BL/ME25/03650,,31595,100,548,COSTUMER LOCATION,,
BL/ME25/03650,,31587,100,548,COSTUMER LOCATION,,
BL/ME25/03650,,31544,50,377,COSTUMER LOCATION,,
BL/ME25/03651,,34392,80,293,COSTUMER LOCATION,,
BL/ME25/03651,,34393,60,537,COSTUMER LOCATION,,
BL/ME25/03651,,35596,60,292,COSTUMER LOCATION,,
BL/ME25/03651,,31754,600,533,COSTUMER LOCATION,,
