id_transaction,type_transaction,reference_transaction,cree_le,cree_par_id_utilisateur,statut,notes
BL/ME25/03574,DELIVERY,BL/ME25/03574,2025-03-15 00:00:00,U001,CONFIRMED,Outbound to customer id ME049
BL/ME25/03591,DELIVERY,BL/ME25/03591,2025-03-16 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/03595,DELIVERY,BL/ME25/03595,2025-03-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/03596,DELIVERY,BL/ME25/03596,2025-03-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/03529,DELIVERY,BL/ME25/03529,2025-03-13 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03382,DELIVERY,BL/ME25/03382,2025-03-13 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03771,DELIVERY,BL/ME25/03771,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MS035
BL/ME25/03933,DELIVERY,BL/ME25/03933,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id ME059
BL/ME25/03702,DELIVERY,BL/ME25/03702,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MCH684
BL/ME25/03814,DELIVERY,BL/ME25/03814,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/03536,DELIVERY,BL/ME25/03536,2025-03-13 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03571,DELIVERY,BL/ME25/03571,2025-03-15 00:00:00,U001,CONFIRMED,Outbound to customer id MO032
BL/ME25/03706,DELIVERY,BL/ME25/03706,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MCH881
BL/ME25/03718,DELIVERY,BL/ME25/03718,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/03719,DELIVERY,BL/ME25/03719,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MS088
BL/ME25/03774,DELIVERY,BL/ME25/03774,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/03705,DELIVERY,BL/ME25/03705,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/03715,DELIVERY,BL/ME25/03715,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MCH739
BL/ME25/03767,DELIVERY,BL/ME25/03767,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/03796,DELIVERY,BL/ME25/03796,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MO042
BL/ME25/04132,DELIVERY,BL/ME25/04132,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK019
BL/ME25/04133,DELIVERY,BL/ME25/04133,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK026
BL/ME25/03469,DELIVERY,BL/ME25/03469,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/04067,DELIVERY,BL/ME25/04067,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/04131,DELIVERY,BL/ME25/04131,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/03769,DELIVERY,BL/ME25/03769,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MS036
BL/ME25/03850,DELIVERY,BL/ME25/03850,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/04003,DELIVERY,BL/ME25/04003,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/03931,DELIVERY,BL/ME25/03931,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04066,DELIVERY,BL/ME25/04066,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04073,DELIVERY,BL/ME25/04073,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04061,DELIVERY,BL/ME25/04061,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/03786,DELIVERY,BL/ME25/03786,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MCH739
BL/ME25/03904,DELIVERY,BL/ME25/03904,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC019
BL/ME25/04062,DELIVERY,BL/ME25/04062,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04060,DELIVERY,BL/ME25/04060,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC002
BL/ME25/04071,DELIVERY,BL/ME25/04071,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id ME033
BL/ME25/04129,DELIVERY,BL/ME25/04129,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MCH495
BL/ME25/04130,DELIVERY,BL/ME25/04130,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MO053
BL/ME25/03802,DELIVERY,BL/ME25/03802,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MS044
BL/ME25/03860,DELIVERY,BL/ME25/03860,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/03905,DELIVERY,BL/ME25/03905,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/03765,DELIVERY,BL/ME25/03765,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC014
BL/ME25/03792,DELIVERY,BL/ME25/03792,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/03794,DELIVERY,BL/ME25/03794,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/03785,DELIVERY,BL/ME25/03785,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/03918,DELIVERY,BL/ME25/03918,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MS013
BL/ME25/03865,DELIVERY,BL/ME25/03865,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/03903,DELIVERY,BL/ME25/03903,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC015
BL/ME25/03949,DELIVERY,BL/ME25/03949,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MCH856
BL/ME25/03852,DELIVERY,BL/ME25/03852,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04063,DELIVERY,BL/ME25/04063,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/03793,DELIVERY,BL/ME25/03793,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03998,DELIVERY,BL/ME25/03998,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04004,DELIVERY,BL/ME25/04004,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MO018
BL/ME25/04069,DELIVERY,BL/ME25/04069,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03934,DELIVERY,BL/ME25/03934,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/03787,DELIVERY,BL/ME25/03787,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03845,DELIVERY,BL/ME25/03845,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/03795,DELIVERY,BL/ME25/03795,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id 10
BL/ME25/03911,DELIVERY,BL/ME25/03911,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/03916,DELIVERY,BL/ME25/03916,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/03846,DELIVERY,BL/ME25/03846,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC047
BL/ME25/03932,DELIVERY,BL/ME25/03932,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/04289,DELIVERY,BL/ME25/04289,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/04287,DELIVERY,BL/ME25/04287,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id ME049
BL/ME25/04264,DELIVERY,BL/ME25/04264,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME033
BL/ME25/04270,DELIVERY,BL/ME25/04270,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/04238,DELIVERY,BL/ME25/04238,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH227
BL/ME25/04257,DELIVERY,BL/ME25/04257,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH887
BL/ME25/04262,DELIVERY,BL/ME25/04262,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH749
BL/ME25/04240,DELIVERY,BL/ME25/04240,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/04248,DELIVERY,BL/ME25/04248,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04148,DELIVERY,BL/ME25/04148,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/04256,DELIVERY,BL/ME25/04256,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/03652,DELIVERY,BL/ME25/03652,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/03666,DELIVERY,BL/ME25/03666,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/03914,DELIVERY,BL/ME25/03914,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/03930,DELIVERY,BL/ME25/03930,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC014
BL/ME25/03917,DELIVERY,BL/ME25/03917,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id ME012
BL/ME25/04296,DELIVERY,BL/ME25/04296,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04250,DELIVERY,BL/ME25/04250,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME059
BL/ME25/04268,DELIVERY,BL/ME25/04268,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH890
BL/ME25/04249,DELIVERY,BL/ME25/04249,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME035
BL/ME25/04259,DELIVERY,BL/ME25/04259,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH826
BL/ME25/04292,DELIVERY,BL/ME25/04292,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/04363,DELIVERY,BL/ME25/04363,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC033
BL/ME25/04364,DELIVERY,BL/ME25/04364,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC114
BL/ME25/04366,DELIVERY,BL/ME25/04366,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/04295,DELIVERY,BL/ME25/04295,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04365,DELIVERY,BL/ME25/04365,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC005
BL/ME25/04367,DELIVERY,BL/ME25/04367,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC065
BL/ME25/04300,DELIVERY,BL/ME25/04300,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MS011
BL/ME25/04362,DELIVERY,BL/ME25/04362,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04290,DELIVERY,BL/ME25/04290,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/04359,DELIVERY,BL/ME25/04359,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04442,DELIVERY,BL/ME25/04442,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MK007
BL/ME25/04370,DELIVERY,BL/ME25/04370,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id ME012
BL/ME25/04379,DELIVERY,BL/ME25/04379,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/04429,DELIVERY,BL/ME25/04429,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/04378,DELIVERY,BL/ME25/04378,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MCH107
BL/ME25/04433,DELIVERY,BL/ME25/04433,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC066
BL/ME25/04431,DELIVERY,BL/ME25/04431,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MS027
BL/ME25/04446,DELIVERY,BL/ME25/04446,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MCH599
BL/ME25/04396,DELIVERY,BL/ME25/04396,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04402,DELIVERY,BL/ME25/04402,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04492,DELIVERY,BL/ME25/04492,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MO061
BL/ME25/04395,DELIVERY,BL/ME25/04395,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04494,DELIVERY,BL/ME25/04494,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC014
BL/ME25/04585,DELIVERY,BL/ME25/04585,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/04598,DELIVERY,BL/ME25/04598,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/04428,DELIVERY,BL/ME25/04428,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04408,DELIVERY,BL/ME25/04408,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04512,DELIVERY,BL/ME25/04512,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/04299,DELIVERY,BL/ME25/04299,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MK015
BL/ME25/04298,DELIVERY,BL/ME25/04298,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MK001
BL/ME25/04333,DELIVERY,BL/ME25/04333,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/04355,DELIVERY,BL/ME25/04355,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/04357,DELIVERY,BL/ME25/04357,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MS027
BL/ME25/04589,DELIVERY,BL/ME25/04589,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MS037
BL/ME25/04592,DELIVERY,BL/ME25/04592,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MO069
BL/ME25/04434,DELIVERY,BL/ME25/04434,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04599,DELIVERY,BL/ME25/04599,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME003
BL/ME25/04601,DELIVERY,BL/ME25/04601,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/04604,DELIVERY,BL/ME25/04604,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/04258,DELIVERY,BL/ME25/04258,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id ME009
BL/ME25/04436,DELIVERY,BL/ME25/04436,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC102
BL/ME25/04447,DELIVERY,BL/ME25/04447,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MO055
BL/ME25/04587,DELIVERY,BL/ME25/04587,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MO018
BL/ME25/04457,DELIVERY,BL/ME25/04457,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04466,DELIVERY,BL/ME25/04466,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04584,DELIVERY,BL/ME25/04584,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04590,DELIVERY,BL/ME25/04590,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04646,DELIVERY,BL/ME25/04646,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MK033
BL/ME25/04680,DELIVERY,BL/ME25/04680,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id ME060
BL/ME25/04623,DELIVERY,BL/ME25/04623,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/04608,DELIVERY,BL/ME25/04608,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04614,DELIVERY,BL/ME25/04614,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id ME016
BL/ME25/04649,DELIVERY,BL/ME25/04649,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/04605,DELIVERY,BL/ME25/04605,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04609,DELIVERY,BL/ME25/04609,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04615,DELIVERY,BL/ME25/04615,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id ME031
BL/ME25/04606,DELIVERY,BL/ME25/04606,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MCH053
BL/ME25/04612,DELIVERY,BL/ME25/04612,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04677,DELIVERY,BL/ME25/04677,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC005
BL/ME25/04682,DELIVERY,BL/ME25/04682,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04407,DELIVERY,BL/ME25/04407,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04493,DELIVERY,BL/ME25/04493,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/04520,DELIVERY,BL/ME25/04520,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/04586,DELIVERY,BL/ME25/04586,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/04438,DELIVERY,BL/ME25/04438,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04588,DELIVERY,BL/ME25/04588,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04684,DELIVERY,BL/ME25/04684,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO063
BL/ME25/04696,DELIVERY,BL/ME25/04696,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/04679,DELIVERY,BL/ME25/04679,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MS079
BL/ME25/04610,DELIVERY,BL/ME25/04610,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04620,DELIVERY,BL/ME25/04620,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04678,DELIVERY,BL/ME25/04678,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO060
BL/ME25/04607,DELIVERY,BL/ME25/04607,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04647,DELIVERY,BL/ME25/04647,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MCH739
BL/ME25/04706,DELIVERY,BL/ME25/04706,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC137
BL/ME25/04709,DELIVERY,BL/ME25/04709,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MK015
BL/ME25/04756,DELIVERY,BL/ME25/04756,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MCH889
BL/ME25/04761,DELIVERY,BL/ME25/04761,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC137
BL/ME25/04762,DELIVERY,BL/ME25/04762,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MO022
BL/ME25/04763,DELIVERY,BL/ME25/04763,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MO032
BL/ME25/04754,DELIVERY,BL/ME25/04754,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/04755,DELIVERY,BL/ME25/04755,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/04757,DELIVERY,BL/ME25/04757,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04760,DELIVERY,BL/ME25/04760,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/04831,DELIVERY,BL/ME25/04831,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MO031
BL/ME25/04834,DELIVERY,BL/ME25/04834,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME056
BL/ME25/04842,DELIVERY,BL/ME25/04842,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/04829,DELIVERY,BL/ME25/04829,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04832,DELIVERY,BL/ME25/04832,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME041
BL/ME25/04825,DELIVERY,BL/ME25/04825,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC007
BL/ME25/04828,DELIVERY,BL/ME25/04828,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC134
BL/ME25/04830,DELIVERY,BL/ME25/04830,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC004
BL/ME25/04863,DELIVERY,BL/ME25/04863,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/04891,DELIVERY,BL/ME25/04891,2025-04-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/04796,DELIVERY,BL/ME25/04796,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id M009
BL/ME25/04892,DELIVERY,BL/ME25/04892,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04947,DELIVERY,BL/ME25/04947,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/04948,DELIVERY,BL/ME25/04948,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/04824,DELIVERY,BL/ME25/04824,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04826,DELIVERY,BL/ME25/04826,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/04827,DELIVERY,BL/ME25/04827,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/04702,DELIVERY,BL/ME25/04702,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id 9
