id_transaction,type_transaction,reference_transaction,cree_le,cree_par_id_utilisateur,statut,notes
BL/ME25/04132,ISSUE,BL/ME25/04132,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK019
BL/ME25/04133,ISSUE,BL/ME25/04133,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK026
BL/ME25/03469,ISSUE,BL/ME25/03469,2025-03-18 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/04067,ISSUE,BL/ME25/04067,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id ME002
BL/ME25/04131,ISSUE,BL/ME25/04131,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/03769,ISSUE,BL/ME25/03769,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MS036
BL/ME25/03850,ISSUE,BL/ME25/03850,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/04003,ISSUE,BL/ME25/04003,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/03931,ISSUE,BL/ME25/03931,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04066,ISSUE,BL/ME25/04066,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04073,ISSUE,BL/ME25/04073,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04061,ISSUE,BL/ME25/04061,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/03786,ISSUE,BL/ME25/03786,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MCH739
BL/ME25/03904,ISSUE,BL/ME25/03904,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC019
BL/ME25/04062,ISSUE,BL/ME25/04062,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04060,ISSUE,BL/ME25/04060,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC002
BL/ME25/04071,ISSUE,BL/ME25/04071,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id ME033
BL/ME25/04129,ISSUE,BL/ME25/04129,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MCH495
BL/ME25/04130,ISSUE,BL/ME25/04130,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id MO053
BL/ME25/03802,ISSUE,BL/ME25/03802,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MS044
BL/ME25/03860,ISSUE,BL/ME25/03860,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/03905,ISSUE,BL/ME25/03905,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/03765,ISSUE,BL/ME25/03765,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC014
BL/ME25/03792,ISSUE,BL/ME25/03792,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/03794,ISSUE,BL/ME25/03794,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/03785,ISSUE,BL/ME25/03785,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/03918,ISSUE,BL/ME25/03918,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MS013
BL/ME25/03865,ISSUE,BL/ME25/03865,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/03903,ISSUE,BL/ME25/03903,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MC015
BL/ME25/03949,ISSUE,BL/ME25/03949,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MCH856
BL/ME25/03852,ISSUE,BL/ME25/03852,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04063,ISSUE,BL/ME25/04063,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/03793,ISSUE,BL/ME25/03793,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03998,ISSUE,BL/ME25/03998,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04004,ISSUE,BL/ME25/04004,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MO018
BL/ME25/04069,ISSUE,BL/ME25/04069,2025-03-25 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03934,ISSUE,BL/ME25/03934,2025-03-24 00:00:00,U001,CONFIRMED,Outbound to customer id MC046
BL/ME25/03787,ISSUE,BL/ME25/03787,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/03845,ISSUE,BL/ME25/03845,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/03795,ISSUE,BL/ME25/03795,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id 10
BL/ME25/03911,ISSUE,BL/ME25/03911,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/03916,ISSUE,BL/ME25/03916,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/03846,ISSUE,BL/ME25/03846,2025-03-20 00:00:00,U001,CONFIRMED,Outbound to customer id MC047
BL/ME25/03932,ISSUE,BL/ME25/03932,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/04289,ISSUE,BL/ME25/04289,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/04287,ISSUE,BL/ME25/04287,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id ME049
BL/ME25/04264,ISSUE,BL/ME25/04264,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME033
BL/ME25/04270,ISSUE,BL/ME25/04270,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/04238,ISSUE,BL/ME25/04238,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH227
BL/ME25/04257,ISSUE,BL/ME25/04257,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH887
BL/ME25/04262,ISSUE,BL/ME25/04262,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH749
BL/ME25/04240,ISSUE,BL/ME25/04240,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/04248,ISSUE,BL/ME25/04248,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04148,ISSUE,BL/ME25/04148,2025-03-26 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/04256,ISSUE,BL/ME25/04256,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/03652,ISSUE,BL/ME25/03652,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/03666,ISSUE,BL/ME25/03666,2025-03-19 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/03914,ISSUE,BL/ME25/03914,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/03930,ISSUE,BL/ME25/03930,2025-03-23 00:00:00,U001,CONFIRMED,Outbound to customer id MC014
BL/ME25/03917,ISSUE,BL/ME25/03917,2025-03-22 00:00:00,U001,CONFIRMED,Outbound to customer id ME012
BL/ME25/04296,ISSUE,BL/ME25/04296,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04250,ISSUE,BL/ME25/04250,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME059
BL/ME25/04268,ISSUE,BL/ME25/04268,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH890
BL/ME25/04249,ISSUE,BL/ME25/04249,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id ME035
BL/ME25/04259,ISSUE,BL/ME25/04259,2025-04-06 00:00:00,U001,CONFIRMED,Outbound to customer id MCH826
BL/ME25/04292,ISSUE,BL/ME25/04292,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/04363,ISSUE,BL/ME25/04363,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC033
BL/ME25/04364,ISSUE,BL/ME25/04364,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC114
BL/ME25/04366,ISSUE,BL/ME25/04366,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/04295,ISSUE,BL/ME25/04295,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04365,ISSUE,BL/ME25/04365,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC005
BL/ME25/04367,ISSUE,BL/ME25/04367,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC065
BL/ME25/04300,ISSUE,BL/ME25/04300,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MS011
BL/ME25/04362,ISSUE,BL/ME25/04362,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04290,ISSUE,BL/ME25/04290,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/04359,ISSUE,BL/ME25/04359,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04442,ISSUE,BL/ME25/04442,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MK007
BL/ME25/04370,ISSUE,BL/ME25/04370,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id ME012
BL/ME25/04379,ISSUE,BL/ME25/04379,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/04429,ISSUE,BL/ME25/04429,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/04378,ISSUE,BL/ME25/04378,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MCH107
BL/ME25/04433,ISSUE,BL/ME25/04433,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC066
BL/ME25/04431,ISSUE,BL/ME25/04431,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MS027
BL/ME25/04446,ISSUE,BL/ME25/04446,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MCH599
BL/ME25/04396,ISSUE,BL/ME25/04396,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04402,ISSUE,BL/ME25/04402,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04492,ISSUE,BL/ME25/04492,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MO061
BL/ME25/04395,ISSUE,BL/ME25/04395,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04494,ISSUE,BL/ME25/04494,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC014
BL/ME25/04585,ISSUE,BL/ME25/04585,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/04598,ISSUE,BL/ME25/04598,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK021
BL/ME25/04428,ISSUE,BL/ME25/04428,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04408,ISSUE,BL/ME25/04408,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04512,ISSUE,BL/ME25/04512,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/04299,ISSUE,BL/ME25/04299,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MK015
BL/ME25/04298,ISSUE,BL/ME25/04298,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MK001
BL/ME25/04333,ISSUE,BL/ME25/04333,2025-04-07 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/04355,ISSUE,BL/ME25/04355,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/04357,ISSUE,BL/ME25/04357,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id MS027
BL/ME25/04589,ISSUE,BL/ME25/04589,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MS037
BL/ME25/04592,ISSUE,BL/ME25/04592,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MO069
BL/ME25/04434,ISSUE,BL/ME25/04434,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04599,ISSUE,BL/ME25/04599,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME003
BL/ME25/04601,ISSUE,BL/ME25/04601,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id 5
BL/ME25/04604,ISSUE,BL/ME25/04604,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MS045
BL/ME25/04258,ISSUE,BL/ME25/04258,2025-04-08 00:00:00,U001,CONFIRMED,Outbound to customer id ME009
BL/ME25/04436,ISSUE,BL/ME25/04436,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MC102
BL/ME25/04447,ISSUE,BL/ME25/04447,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id MO055
BL/ME25/04587,ISSUE,BL/ME25/04587,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MO018
BL/ME25/04457,ISSUE,BL/ME25/04457,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04466,ISSUE,BL/ME25/04466,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04584,ISSUE,BL/ME25/04584,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04590,ISSUE,BL/ME25/04590,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04646,ISSUE,BL/ME25/04646,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MK033
BL/ME25/04680,ISSUE,BL/ME25/04680,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id ME060
BL/ME25/04623,ISSUE,BL/ME25/04623,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/04608,ISSUE,BL/ME25/04608,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04614,ISSUE,BL/ME25/04614,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id ME016
BL/ME25/04649,ISSUE,BL/ME25/04649,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/04605,ISSUE,BL/ME25/04605,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04609,ISSUE,BL/ME25/04609,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04615,ISSUE,BL/ME25/04615,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id ME031
BL/ME25/04606,ISSUE,BL/ME25/04606,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MCH053
BL/ME25/04612,ISSUE,BL/ME25/04612,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC008
BL/ME25/04677,ISSUE,BL/ME25/04677,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC005
BL/ME25/04682,ISSUE,BL/ME25/04682,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04407,ISSUE,BL/ME25/04407,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04493,ISSUE,BL/ME25/04493,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/04520,ISSUE,BL/ME25/04520,2025-04-10 00:00:00,U001,CONFIRMED,Outbound to customer id MC062
BL/ME25/04586,ISSUE,BL/ME25/04586,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/04438,ISSUE,BL/ME25/04438,2025-04-09 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04588,ISSUE,BL/ME25/04588,2025-04-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04684,ISSUE,BL/ME25/04684,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO063
BL/ME25/04696,ISSUE,BL/ME25/04696,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO008
BL/ME25/04679,ISSUE,BL/ME25/04679,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MS079
BL/ME25/04610,ISSUE,BL/ME25/04610,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04620,ISSUE,BL/ME25/04620,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MO003
BL/ME25/04678,ISSUE,BL/ME25/04678,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MO060
BL/ME25/04607,ISSUE,BL/ME25/04607,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MC001
BL/ME25/04647,ISSUE,BL/ME25/04647,2025-04-13 00:00:00,U001,CONFIRMED,Outbound to customer id MCH739
BL/ME25/04706,ISSUE,BL/ME25/04706,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MC137
BL/ME25/04709,ISSUE,BL/ME25/04709,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MK015
BL/ME25/04756,ISSUE,BL/ME25/04756,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MCH889
BL/ME25/04761,ISSUE,BL/ME25/04761,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC137
BL/ME25/04762,ISSUE,BL/ME25/04762,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MO022
BL/ME25/04763,ISSUE,BL/ME25/04763,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MO032
BL/ME25/04754,ISSUE,BL/ME25/04754,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/04755,ISSUE,BL/ME25/04755,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC041
BL/ME25/04757,ISSUE,BL/ME25/04757,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC003
BL/ME25/04760,ISSUE,BL/ME25/04760,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id ME038
BL/ME25/04831,ISSUE,BL/ME25/04831,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MO031
BL/ME25/04834,ISSUE,BL/ME25/04834,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME056
BL/ME25/04842,ISSUE,BL/ME25/04842,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MO062
BL/ME25/04829,ISSUE,BL/ME25/04829,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MO028
BL/ME25/04832,ISSUE,BL/ME25/04832,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME041
BL/ME25/04825,ISSUE,BL/ME25/04825,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC007
BL/ME25/04828,ISSUE,BL/ME25/04828,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC134
BL/ME25/04830,ISSUE,BL/ME25/04830,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC004
BL/ME25/04863,ISSUE,BL/ME25/04863,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC011
BL/ME25/04891,ISSUE,BL/ME25/04891,2025-04-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
BL/ME25/04796,ISSUE,BL/ME25/04796,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id M009
BL/ME25/04892,ISSUE,BL/ME25/04892,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04947,ISSUE,BL/ME25/04947,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC027
BL/ME25/04948,ISSUE,BL/ME25/04948,2025-04-19 00:00:00,U001,CONFIRMED,Outbound to customer id MC115
BL/ME25/04824,ISSUE,BL/ME25/04824,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MC020
BL/ME25/04826,ISSUE,BL/ME25/04826,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id ME005
BL/ME25/04827,ISSUE,BL/ME25/04827,2025-04-16 00:00:00,U001,CONFIRMED,Outbound to customer id MCH736
BL/ME25/04702,ISSUE,BL/ME25/04702,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id 9
BL/ME25/04758,ISSUE,BL/ME25/04758,2025-04-15 00:00:00,U001,CONFIRMED,Outbound to customer id MC040
BL/ME25/04619,ISSUE,BL/ME25/04619,2025-04-14 00:00:00,U001,CONFIRMED,Outbound to customer id MCH881
BL/ME25/04897,ISSUE,BL/ME25/04897,2025-04-17 00:00:00,U001,CONFIRMED,Outbound to customer id MC016
