id_emplacement,code_emplacement,id_entrepot,id_niveau,zone,type_emplacement,statut,actif
728,0E-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
732,0E-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
736,0E-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
740,0E-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
744,0E-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
748,0E-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
752,0F-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
756,0F-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
760,0F-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
764,0F-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
768,0F-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
772,0F-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
776,0F-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
780,0F-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
784,0F-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
788,0G-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
792,0G-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
796,0G-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
800,0G-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
804,0G-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
808,0G-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
812,0H-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
816,0H-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
820,0H-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
824,0H-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
828,0H-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
832,0H-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
836,0H-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
840,0H-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
844,0H-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
848,0I-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
852,0I-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
856,0I-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
860,0I-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
894,0I-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
898,0I-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
902,0K-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
906,0K-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
910,0K-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
914,0K-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
918,0K-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
922,0K-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
926,0K-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
930,0K-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
934,0K-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
974,0M-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
978,0M-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
982,0M-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
986,0M-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
990,0M-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
994,0M-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
938,0N-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
942,0N-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
946,0N-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
950,0N-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
954,0N-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
958,0N-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
962,0N-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
966,0N-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
970,0N-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
998,0P-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1002,0P-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1006,0P-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1010,0P-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1014,0P-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1018,0P-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1022,0Q-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1026,0Q-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1030,0Q-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1034,0Q-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1038,0Q-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1042,0Q-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1046,0Q-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1050,0Q-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1054,0Q-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1058,0R-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1062,0R-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1066,0R-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1070,0R-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1074,0R-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1078,0R-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1082,0S-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1086,0S-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1098,0S-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1102,0S-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1342,0S-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1109,0S-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1113,0S-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1117,0S-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1121,0S-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1125,0T-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1129,0T-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1133,0T-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1137,0T-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1141,0T-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1145,0T-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1149,0V-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1153,0V-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1157,0V-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1161,0V-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1165,0V-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1169,0V-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1173,0V-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1177,0V-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1181,0V-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1185,0W-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1189,0W-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1193,0W-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1197,0W-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1201,0W-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1205,0W-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1209,0W-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1213,0W-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1217,0W-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1221,0W-04-01,235,,B7-PCK,PICKING,AVAILABLE,True
1225,0W-04-02,235,,B7-PCK,PICKING,AVAILABLE,True
1229,0W-04-03,235,,B7-PCK,PICKING,AVAILABLE,True
1233,0W-05-01,235,,B7-PCK,PICKING,AVAILABLE,True
1237,0W-05-02,235,,B7-PCK,PICKING,AVAILABLE,True
1241,0W-05-03,235,,B7-PCK,PICKING,AVAILABLE,True
1245,0X-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1249,0X-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1253,0X-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1257,0X-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1261,0X-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1265,0X-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1269,0X-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1273,0X-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1277,0X-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1281,0X-04-01,235,,B7-PCK,PICKING,AVAILABLE,True
1285,0X-04-02,235,,B7-PCK,PICKING,AVAILABLE,True
1289,0X-04-03,235,,B7-PCK,PICKING,AVAILABLE,True
1293,0X-05-01,235,,B7-PCK,PICKING,AVAILABLE,True
1299,0X-05-02,235,,B7-PCK,PICKING,AVAILABLE,True
1305,0X-05-03,235,,B7-PCK,PICKING,AVAILABLE,True
419,1A-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
423,1A-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
427,1A-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
431,1A-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
435,1A-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
439,1A-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
443,1B-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
447,1B-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
451,1B-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
455,1B-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
459,1B-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
463,1B-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
467,1B-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
471,1B-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
475,1B-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
479,1C-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
483,1C-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
487,1C-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
681,1C-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
685,1C-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
689,1C-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
693,1D-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
697,1D-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
701,1D-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
705,1D-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
709,1D-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
713,1D-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
717,1D-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
721,1D-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
725,1D-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
729,1E-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
733,1E-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
737,1E-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
741,1E-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
745,1E-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
749,1E-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
753,1F-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
757,1F-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
761,1F-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
765,1F-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
769,1F-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
773,1F-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
777,1F-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
781,1F-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
785,1F-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
789,1G-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
793,1G-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
797,1G-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
801,1G-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
805,1G-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
809,1G-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
813,1H-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
817,1H-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
821,1H-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
825,1H-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
829,1H-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
833,1H-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
837,1H-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
841,1H-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
845,1H-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
849,1I-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
853,1I-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
857,1I-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
861,1I-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
895,1I-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
899,1I-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
903,1K-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
907,1K-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
911,1K-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
915,1K-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
919,1K-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
923,1K-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
927,1K-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
931,1K-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
935,1K-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
975,1M-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
979,1M-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
983,1M-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
987,1M-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
991,1M-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
995,1M-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
939,1N-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
943,1N-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
947,1N-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
951,1N-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
955,1N-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
959,1N-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
963,1N-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
967,1N-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
971,1N-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
999,1P-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1003,1P-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1007,1P-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1011,1P-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1015,1P-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1019,1P-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1023,1Q-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1027,1Q-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1031,1Q-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1035,1Q-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1039,1Q-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1043,1Q-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1047,1Q-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1051,1Q-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1055,1Q-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1059,1R-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1063,1R-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1067,1R-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1071,1R-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1075,1R-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1079,1R-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1083,1S-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1087,1S-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1099,1S-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1103,1S-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1106,1S-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1110,1S-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1114,1S-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1118,1S-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1122,1S-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1126,1T-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1130,1T-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1134,1T-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1138,1T-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1142,1T-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1146,1T-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1150,1V-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1154,1V-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1158,1V-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1162,1V-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1166,1V-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1170,1V-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1174,1V-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1178,1V-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1182,1V-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1186,1W-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1190,1W-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1194,1W-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1198,1W-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1202,1W-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1206,1W-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1210,1W-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1214,1W-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1218,1W-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1222,1W-04-01,235,,B7-PCK,PICKING,AVAILABLE,True
1226,1W-04-02,235,,B7-PCK,PICKING,AVAILABLE,True
1230,1W-04-03,235,,B7-PCK,PICKING,AVAILABLE,True
1234,1W-05-01,235,,B7-PCK,PICKING,AVAILABLE,True
1238,1W-05-02,235,,B7-PCK,PICKING,AVAILABLE,True
1242,1W-05-03,235,,B7-PCK,PICKING,AVAILABLE,True
1246,1X-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
1250,1X-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
1254,1X-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
1258,1X-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
1262,1X-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
1266,1X-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
1270,1X-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
1274,1X-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
1278,1X-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
1282,1X-04-01,235,,B7-PCK,PICKING,AVAILABLE,True
1286,1X-04-02,235,,B7-PCK,PICKING,AVAILABLE,True
1290,1X-04-03,235,,B7-PCK,PICKING,AVAILABLE,True
1294,1X-05-01,235,,B7-PCK,PICKING,AVAILABLE,True
1302,1X-05-02,235,,B7-PCK,PICKING,AVAILABLE,True
1306,1X-05-03,235,,B7-PCK,PICKING,AVAILABLE,True
420,2A-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
424,2A-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
428,2A-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
432,2A-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
436,2A-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
440,2A-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
444,2B-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
448,2B-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
452,2B-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
456,2B-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
460,2B-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
464,2B-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
468,2B-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
472,2B-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
476,2B-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
480,2C-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
484,2C-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
678,2C-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
682,2C-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
686,2C-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
690,2C-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
694,2D-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
698,2D-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
702,2D-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
706,2D-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
710,2D-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
714,2D-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
718,2D-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
722,2D-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
726,2D-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
730,2E-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
734,2E-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
738,2E-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
742,2E-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
746,2E-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
750,2E-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
754,2F-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
758,2F-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
762,2F-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
766,2F-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
770,2F-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
774,2F-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
778,2F-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
782,2F-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
786,2F-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
790,2G-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
794,2G-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
798,2G-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
802,2G-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
806,2G-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
810,2G-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
814,2H-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
818,2H-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
822,2H-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
826,2H-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
830,2H-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
834,2H-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
838,2H-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
842,2H-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
846,2H-03-03,235,,B7-PCK,PICKING,AVAILABLE,True
850,2I-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
854,2I-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
858,2I-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
862,2I-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
896,2I-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
900,2I-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
904,2K-01-01,235,,B7-PCK,PICKING,AVAILABLE,True
908,2K-01-02,235,,B7-PCK,PICKING,AVAILABLE,True
912,2K-01-03,235,,B7-PCK,PICKING,AVAILABLE,True
916,2K-02-01,235,,B7-PCK,PICKING,AVAILABLE,True
920,2K-02-02,235,,B7-PCK,PICKING,AVAILABLE,True
924,2K-02-03,235,,B7-PCK,PICKING,AVAILABLE,True
928,2K-03-01,235,,B7-PCK,PICKING,AVAILABLE,True
932,2K-03-02,235,,B7-PCK,PICKING,AVAILABLE,True
