id_transaction,no_ligne,id_produit,quantite,id_emplacement_source,id_emplacement_destination,lot_serie,code_motif
BL/ME25/03446,40,31848,120,,,,
BL/ME25/03446,41,31858,180,,,,
BL/ME25/03446,42,31860,60,,,,
BL/ME25/03446,43,31876,60,,,,
BL/ME25/03446,44,31881,60,,,,
BL/ME25/03446,45,31886,60,,,,
BL/ME25/03438,2,34015,200,,,,
BL/ME25/03438,3,34015,200,,,,
BL/ME25/03438,4,34014,100,,,,
BL/ME25/03438,5,35595,160,,,,
BL/ME25/03438,6,35596,120,,,,
BL/ME25/03438,7,34392,160,,,,
BL/ME25/03438,8,35584,200,,,,
BL/ME25/03438,9,35585,200,,,,
BL/ME25/03438,10,35576,100,,,,
BL/ME25/03438,11,35574,200,,,,
BL/ME25/03438,12,35580,100,,,,
BL/ME25/03438,13,31994,200,,,,
BL/ME25/03438,14,32079,6,,,,
BL/ME25/03438,15,32079,12,,,,
BL/ME25/03438,16,32086,24,,,,
BL/ME25/03438,17,32087,24,,,,
BL/ME25/03438,18,32088,24,,,,
BL/ME25/03438,19,32089,12,,,,
BL/ME25/03446,46,31734,60,,,,
BL/ME25/03446,47,31889,60,,,,
BL/ME25/03446,48,31942,80,,,,
BL/ME25/03446,49,31953,60,,,,
BL/ME25/03446,50,31732,600,,,,
BL/ME25/03446,51,31985,160,,,,
BL/ME25/03446,52,31987,40,,,,
BL/ME25/03446,53,31992,100,,,,
BL/ME25/03446,54,31993,300,,,,
BL/ME25/03446,55,31994,200,,,,
BL/ME25/03446,56,31440,120,,,,
BL/ME25/03446,57,31453,60,,,,
BL/ME25/03446,58,31549,200,,,,
BL/ME25/03446,59,31756,120,,,,
BL/ME25/03446,60,31723,600,,,,
BL/ME25/03446,61,31986,480,,,,
BL/ME25/03448,12,34014,300,,,,
BL/ME25/03448,13,34016,1000,,,,
BL/ME25/03448,14,34408,100,,,,
BL/ME25/03448,15,34403,200,,,,
BL/ME25/03448,16,35574,500,,,,
BL/ME25/03448,17,35580,200,,,,
BL/ME25/03448,18,35585,800,,,,
BL/ME25/03448,19,35588,100,,,,
BL/ME25/03449,23,31373,240,,,,
BL/ME25/03449,24,31375,120,,,,
BL/ME25/03449,25,31377,120,,,,
BL/ME25/03449,26,31778,50,,,,
BL/ME25/03449,27,31866,420,,,,
BL/ME25/03449,28,31848,240,,,,
BL/ME25/03449,29,31552,240,,,,
BL/ME25/03449,30,31587,300,,,,
BL/ME25/03449,31,31594,300,,,,
BL/ME25/03449,32,31725,1500,,,,
BL/ME25/03449,33,31734,80,,,,
BL/ME25/03449,34,31876,120,,,,
BL/ME25/03449,35,31858,600,,,,
BL/ME25/03449,36,31860,300,,,,
BL/ME25/03449,37,31801,120,,,,
BL/ME25/03449,38,31796,120,,,,
BL/ME25/03449,39,31794,120,,,,
BL/ME25/03449,40,31798,180,,,,
BL/ME25/03449,41,31799,420,,,,
BL/ME25/03449,42,31887,120,,,,
BL/ME25/03449,43,31940,180,,,,
BL/ME25/03449,44,31938,60,,,,
BL/ME25/03449,45,31850,0,,,,
BL/ME25/03449,46,31850,0,,,,
BL/ME25/03449,47,31850,0,,,,
BL/ME25/03448,20,35596,180,,,,
BL/ME25/03448,21,35598,64,,,,
BL/ME25/03448,22,31549,200,,,,
BL/ME25/03448,23,31551,200,,,,
BL/ME25/03448,24,31723,2000,,,,
BL/ME25/03448,25,31994,300,,,,
BL/ME25/03448,26,31985,160,,,,
BL/ME25/03448,27,31985,240,,,,
BL/ME25/03448,28,32002,270,,,,
BL/ME25/03448,29,34013,500,,,,
BL/ME25/03448,30,34018,300,,,,
BL/ME25/03448,31,34015,1000,,,,
BL/ME25/03448,32,34397,100,,,,
BL/ME25/03448,33,34395,64,,,,
BL/ME25/03448,34,35576,300,,,,
BL/ME25/03448,35,35578,200,,,,
BL/ME25/03448,36,35584,800,,,,
BL/ME25/03448,37,35586,200,,,,
BL/ME25/03449,48,31737,2000,,,,
BL/ME25/03449,49,31850,0,,,,
BL/ME25/03449,50,31850,0,,,,
BL/ME25/03449,51,31850,0,,,,
BL/ME25/03449,52,31850,0,,,,
BL/ME25/03649,1,32087,360,,,,
BL/ME25/03649,2,32088,3,,,,
BL/ME25/03649,3,32088,312,,,,
BL/ME25/03649,4,32088,9,,,,
BL/ME25/03649,5,32089,39,,,,
BL/ME25/03649,6,32089,72,,,,
BL/ME25/03649,7,36498,15,,,,
BL/ME25/03649,8,36658,30,,,,
BL/ME25/01,1,32088,15,,,,
BL/ME25/01,2,32088,51,,,,
BL/ME25/03653,1,34015,0,,,,
BL/ME25/03653,2,34393,0,,,,
BL/ME25/03653,3,31760,196,,,,
BL/ME25/03653,4,34013,400,,,,
BL/ME25/03653,5,34014,300,,,,
BL/ME25/03653,6,34014,0,,,,
BL/ME25/03653,7,34017,0,,,,
BL/ME25/03653,8,34017,200,,,,
BL/ME25/03653,9,34402,50,,,,
BL/ME25/03653,10,34402,0,,,,
BL/ME25/03653,11,34391,150,,,,
BL/ME25/03653,12,34391,0,,,,
BL/ME25/03653,13,34018,100,,,,
BL/ME25/03653,14,34018,0,,,,
BL/ME25/03653,15,34393,0,,,,
BL/ME25/03653,16,34018,100,,,,
BL/ME25/03653,17,34018,0,,,,
BL/ME25/03653,18,34394,32,,,,
BL/ME25/03653,19,34394,0,,,,
BL/ME25/03653,20,34018,100,,,,
BL/ME25/03653,21,34018,0,,,,
BL/ME25/03653,22,34018,0,,,,
BL/ME25/03697,1,31587,0,,,,
BL/ME25/03697,2,31584,0,,,,
BL/ME25/03697,3,31595,0,,,,
BL/ME25/03697,4,31579,0,,,,
BL/ME25/03697,5,32003,0,,,,
BL/ME25/03697,6,31997,0,,,,
BL/ME25/03697,7,31772,130,,,,
BL/ME25/03697,8,31761,150,,,,
BL/ME25/03703,1,32078,48,,,,
BL/ME25/03703,2,32079,18,,,,
BL/ME25/03703,3,32082,24,,,,
BL/ME25/03703,4,34403,100,,,,
BL/ME25/03703,5,34015,200,,,,
BL/ME25/03703,6,39907,40,,,,
BL/ME25/03703,7,36155,6,,,,
BL/ME25/03572,1,31485,80,,,,
BL/ME25/03572,2,31767,150,1403,,,
BL/ME25/03572,3,31770,60,1403,,,
BL/ME25/03572,4,31766,320,,,,
BL/ME25/03572,5,31760,56,,,,
BL/ME25/03572,6,31769,112,,,,
BL/ME25/03572,7,31732,1200,,,,
BL/ME25/03572,8,31723,2600,,,,
BL/ME25/03572,9,31569,300,,,,
BL/ME25/03572,10,31565,500,,,,
BL/ME25/03572,11,31796,60,,,,
BL/ME25/03572,12,31886,60,,,,
BL/ME25/03572,13,31848,60,,,,
BL/ME25/03576,1,31848,60,,,,
BL/ME25/03576,2,31866,60,,,,
BL/ME25/03576,3,31493,240,,,,
BL/ME25/03576,4,31499,80,,,,
BL/ME25/03576,5,34408,50,,,,
BL/ME25/03576,6,39030,240,,,,
BL/ME25/03576,7,31388,60,,,,
BL/ME25/03576,8,31398,30,,,,
BL/ME25/03576,9,31740,160,,,,
BL/ME25/03576,10,31737,200,,,,
BL/ME25/03576,11,31723,1000,,,,
BL/ME25/03576,12,31732,600,,,,
BL/ME25/03576,13,31531,300,,,,
BL/ME25/03576,14,31528,300,,,,
BL/ME25/03576,15,31517,120,,,,
BL/ME25/03576,16,31517,30,,,,
BL/ME25/03576,17,32089,15,,,,
BL/ME25/03576,18,32088,33,,,,
BL/ME25/03576,19,32088,27,,,,
BL/ME25/03576,20,32086,60,,,,
BL/ME25/03576,21,32085,60,,,,
BL/ME25/03576,22,32077,210,,,,
BL/ME25/03576,23,32079,18,,,,
BL/ME25/03576,24,32080,18,,,,
BL/ME25/03576,25,32081,6,,,,
BL/ME25/03576,26,32078,6,,,,
BL/ME25/03594,1,31595,100,,,,
BL/ME25/03594,2,31987,20,,,,
BL/ME25/03594,3,32085,12,,,,
BL/ME25/03594,4,32087,12,,,,
BL/ME25/03594,5,31584,200,,,,
BL/ME25/03594,6,31549,100,,,,
BL/ME25/03594,7,31557,200,,,,
BL/ME25/03594,8,32086,12,,,,
BL/ME25/03594,9,32088,12,,,,
BL/ME25/03370,1,31565,600,,,,
BL/ME25/03370,2,31584,100,,,,
BL/ME25/03370,3,31554,400,,,,
BL/ME25/03370,4,31557,300,,,,
BL/ME25/03370,5,31723,1000,,,,
BL/ME25/03370,6,31724,200,,,,
BL/ME25/03370,7,31725,300,,,,
BL/ME25/03370,8,31729,150,,,,
BL/ME25/03370,9,31995,100,,,,
BL/ME25/03370,10,31993,100,,,,
BL/ME25/03370,11,31994,100,,,,
BL/ME25/03653,23,31982,60,,,,
BL/ME25/03653,24,31778,30,,,,
BL/ME25/03653,25,31775,40,,,,
BL/ME25/03653,26,31775,0,,,,
BL/ME25/03653,27,31777,80,,,,
BL/ME25/03653,28,31780,180,,,,
BL/ME25/03653,29,31780,0,,,,
BL/ME25/03653,30,34393,0,,,,
BL/ME25/03572,14,31932,60,,,,
BL/ME25/03572,15,31953,60,,,,
BL/ME25/03572,16,34016,100,,,,
BL/ME25/03572,17,34015,100,,,,
BL/ME25/03572,18,31554,1500,,,,
BL/ME25/03572,19,31557,800,,,,
BL/ME25/03572,20,32087,30,,,,
BL/ME25/03572,21,31940,60,,,,
BL/ME25/03650,1,31554,1500,,,,
BL/ME25/03650,2,31995,400,,,,
BL/ME25/03650,3,31994,300,,,,
BL/ME25/03650,4,31549,400,,,,
BL/ME25/03650,5,32084,24,,,,
BL/ME25/03650,6,32087,30,,,,
BL/ME25/03650,7,32086,18,,,,
BL/ME25/03650,8,32085,24,,,,
BL/ME25/03650,9,32089,9,,,,
BL/ME25/03650,10,31732,2000,,,,
BL/ME25/03650,11,31733,60,,,,
BL/ME25/03650,12,31731,200,,,,
BL/ME25/03650,13,34397,50,,,,
BL/ME25/03650,14,34016,200,,,,
BL/ME25/03650,15,35595,80,,,,
BL/ME25/03650,16,35596,60,,,,
BL/ME25/03650,17,31595,100,,,,
BL/ME25/03650,18,31587,100,,,,
BL/ME25/03650,19,31544,50,,,,
BL/ME25/03651,1,34392,80,,,,
BL/ME25/03651,2,34393,60,,,,
BL/ME25/03651,3,35596,60,,,,
BL/ME25/03651,4,31754,600,,,,
BL/ME25/03651,5,31756,360,,,,
BL/ME25/03651,6,31756,240,,,,
BL/ME25/03651,7,31733,150,,,,
BL/ME25/03651,8,31996,100,,,,
BL/ME25/03651,9,31437,100,1403,,,
BL/ME25/03651,10,34016,100,,,,
BL/ME25/03651,11,31463,200,,,,
BL/ME25/03651,12,31451,80,,,,
BL/ME25/03651,13,31554,400,,,,
BL/ME25/03651,14,31993,300,,,,
BL/ME25/03651,15,32082,15,,,,
BL/ME25/03651,16,32081,36,,,,
BL/ME25/03703,8,32087,18,,,,
BL/ME25/03703,9,32001,90,,,,
BL/ME25/03703,10,31993,100,,,,
BL/ME25/03703,11,31463,300,,,,
BL/ME25/03703,12,31723,200,,,,
BL/ME25/03703,13,31732,200,,,,
BL/ME25/03703,14,32084,24,,,,
BL/ME25/03703,15,31437,200,1403,,,
BL/ME25/03703,16,31449,200,,,,
BL/ME25/03511,1,34013,0,,,,
BL/ME25/03511,2,34014,0,,,,
BL/ME25/03511,3,34015,0,,,,
BL/ME25/03511,4,34015,0,,,,
BL/ME25/03511,5,34015,0,,,,
BL/ME25/03511,6,34016,0,,,,
BL/ME25/03592,1,31762,450,,,,
BL/ME25/03592,2,31565,1000,,,,
BL/ME25/03592,3,31554,1000,,,,
BL/ME25/03592,4,32085,30,,,,
BL/ME25/03592,5,38717,250,,,,
BL/ME25/03592,6,31732,1200,,,,
BL/ME25/03592,7,31731,300,,,,
BL/ME25/03592,8,34637,720,1403,,,
BL/ME25/03592,9,31763,104,,,,
BL/ME25/03592,10,31549,500,,,,
BL/ME25/03592,11,31551,800,,,,
BL/ME25/03592,12,39907,400,,,,
BL/ME25/03592,13,38720,250,,,,
BL/ME25/03592,14,38718,150,,,,
BL/ME25/03592,15,38719,250,,,,
BL/ME25/03593,1,31584,100,,,,
BL/ME25/03593,2,31985,80,,,,
BL/ME25/03593,3,35585,100,,,,
BL/ME25/03593,4,32086,18,,,,
BL/ME25/03593,5,32088,39,,,,
BL/ME25/03593,6,32088,6,,,,
BL/ME25/03593,7,31554,500,,,,
BL/ME25/03593,8,31993,200,,,,
BL/ME25/03593,9,31587,100,,,,
BL/ME25/03593,10,34393,60,,,,
BL/ME25/03593,11,31987,40,,,,
BL/ME25/03593,12,32087,48,,,,
BL/ME25/03593,13,36155,12,,,,
BL/ME25/03593,14,32000,80,,,,
BL/ME25/03593,15,34016,100,,,,
BL/ME25/03597,1,34183,75,,,,
BL/ME25/03597,2,34208,18,,,,
BL/ME25/03597,3,34212,18,,,,
BL/ME25/03597,4,34211,18,,,,
BL/ME25/03597,5,31740,480,,,,
BL/ME25/03597,6,31737,600,,,,
BL/ME25/03597,7,31342,64,,,,
BL/ME25/03597,8,31343,24,,,,
BL/ME25/03597,9,31339,22,,,,
BL/ME25/03597,10,31341,24,,,,
BL/ME25/03597,11,36658,60,,,,
BL/ME25/03597,12,36498,21,,,,
BL/ME25/03597,13,32086,42,,,,
BL/ME25/03597,14,32088,21,,,,
BL/ME25/03597,15,32088,39,,,,
BL/ME25/03597,16,32089,30,,,,
BL/ME25/03597,17,31775,80,,,,
BL/ME25/03597,18,31730,240,,,,
BL/ME25/03597,19,31733,360,,,,
BL/ME25/03597,20,31666,120,,,,
BL/ME25/03597,21,31567,100,,,,
BL/ME25/03597,22,35595,480,,,,
BL/ME25/03597,23,35596,240,,,,
BL/ME25/03597,24,35585,1000,,,,
BL/ME25/03597,25,35584,1500,,,,
BL/ME25/03597,26,35586,300,,,,
BL/ME25/03597,27,35574,800,,,,
BL/ME25/03597,28,35580,500,,,,
BL/ME25/03597,29,34397,300,,,,
BL/ME25/03597,30,35594,100,,,,
BL/ME25/03597,31,34015,500,,,,
BL/ME25/03513,1,31779,450,,,,
BL/ME25/03515,1,33635,480,,,,
BL/ME25/03515,2,33635,0,,,,
BL/ME25/03537,1,35595,160,,,,
BL/ME25/03537,2,34392,240,,,,
BL/ME25/03537,3,35585,200,,,,
BL/ME25/03537,4,35574,200,,,,
BL/ME25/03537,5,35576,200,,,,
BL/ME25/03537,6,34019,200,,,,
BL/ME25/03537,7,34017,200,,,,
BL/ME25/03573,1,31731,1500,,,,
BL/ME25/03573,2,31730,900,,,,
BL/ME25/03573,3,31987,200,,,,
BL/ME25/03573,4,35595,1200,,,,
BL/ME25/03573,5,35588,300,,,,
BL/ME25/03573,6,35602,500,,,,
BL/ME25/03573,7,34406,200,,,,
BL/ME25/03573,8,34406,100,,,,
BL/ME25/03573,9,31594,300,,,,
BL/ME25/03573,10,36155,72,,,,
BL/ME25/03573,11,36155,18,,,,
BL/ME25/03573,12,31549,500,,,,
BL/ME25/03573,13,31554,3000,,,,
BL/ME25/03573,14,31557,3000,,,,
BL/ME25/03573,15,31584,1000,,,,
BL/ME25/03573,16,31587,500,,,,
BL/ME25/03573,17,31993,1000,,,,
BL/ME25/03573,18,34393,300,,,,
BL/ME25/03573,19,34392,480,,,,
BL/ME25/03573,20,35596,300,,,,
BL/ME25/03573,21,35578,500,,,,
BL/ME25/03573,22,35576,500,,,,
BL/ME25/03573,23,35584,1500,,,,
BL/ME25/03573,24,35580,300,,,,
BL/ME25/03573,25,35593,300,,,,
BL/ME25/03573,26,32086,12,,,,
BL/ME25/03573,27,32086,78,,,,
BL/ME25/03573,28,32087,60,,,,
BL/ME25/03573,29,32088,21,,,,
BL/ME25/03573,30,32088,99,,,,
BL/ME25/03573,31,38744,300,,,,
BL/ME25/03573,32,36658,180,,,,
BL/ME25/03573,33,31725,1500,,,,
BL/ME25/03573,34,31724,1000,,,,
BL/ME25/03573,35,35586,300,,,,
BL/ME25/03573,36,35585,500,,,,
BL/ME25/03573,37,34018,100,,,,
BL/ME25/03573,38,34018,200,,,,
BL/ME25/03573,39,31565,1000,,,,
BL/ME25/03573,40,31994,500,,,,
BL/ME25/03573,41,31995,300,,,,
BL/ME25/03573,42,31995,200,,,,
BL/ME25/03573,43,31732,1000,,,,
BL/ME25/03573,44,32082,60,,,,
BL/ME25/03573,45,32080,30,,,,
BL/ME25/03573,46,32081,30,,,,
BL/ME25/03573,47,38907,180,,,,
BL/ME25/03597,32,34016,1000,,,,
BL/ME25/03597,33,31992,100,,,,
BL/ME25/03597,34,31985,400,,,,
BL/ME25/03597,35,31766,160,,,,
BL/ME25/03597,36,31987,50,,,,
BL/ME25/03597,37,39907,80,,,,
BL/ME25/03370,12,31740,160,,,,
BL/ME25/03370,13,31473,100,,,,
BL/ME25/03370,14,31461,100,,,,
BL/ME25/03506,1,31761,1500,,,,
BL/ME25/03506,2,31769,588,,,,
BL/ME25/03508,1,31473,0,,,,
BL/ME25/03508,2,31473,0,,,,
BL/ME25/03508,3,31473,0,,,,
BL/ME25/03508,4,32003,0,,,,
BL/ME25/03508,5,31437,0,,,,
BL/ME25/03508,6,31456,0,,,,
BL/ME25/03508,7,31482,0,,,,
BL/ME25/03508,8,32005,0,,,,
BL/ME25/03575,1,31554,500,,,,
BL/ME25/03575,2,31565,500,,,,
BL/ME25/03575,3,31557,2000,,,,
BL/ME25/03575,4,31732,2000,,,,
BL/ME25/03575,5,31723,1000,,,,
BL/ME25/03575,6,31724,500,,,,
BL/ME25/03575,7,32088,30,,,,
BL/ME25/03575,8,32086,18,,,,
BL/ME25/03575,9,32086,12,,,,
BL/ME25/03575,10,32085,18,,,,
BL/ME25/03575,11,32089,6,,,,
BL/ME25/03575,12,32084,12,,,,
BL/ME25/03576,27,31554,3000,,,,
BL/ME25/03576,28,31565,500,,,,
BL/ME25/03576,29,31556,100,,,,
BL/ME25/03576,30,31567,50,,,,
BL/ME25/03576,31,31584,1000,,,,
BL/ME25/03576,32,31587,500,,,,
BL/ME25/03576,33,31595,100,,,,
BL/ME25/03576,34,31730,120,,,,
BL/ME25/03576,35,31733,30,,,,
BL/ME25/03576,36,38718,250,,,,
BL/ME25/03576,37,31993,500,,,,
BL/ME25/03576,38,31994,300,,,,
BL/ME25/03576,39,31995,100,,,,
BL/ME25/03576,40,31985,160,,,,
BL/ME25/03576,41,31779,270,,,,
BL/ME25/03576,42,31778,50,,,,
BL/ME25/03576,43,31777,20,,,,
BL/ME25/03576,44,31763,520,,,,
BL/ME25/03576,45,31342,96,,,,
BL/ME25/03576,46,31343,24,,,,
BL/ME25/03576,47,31343,48,,,,
BL/ME25/03576,48,31858,60,,,,
BL/ME25/03576,49,31860,60,,,,
BL/ME25/03437,25,32002,180,,,,
BL/ME25/03437,26,32000,40,,,,
BL/ME25/03437,27,31557,200,,,,
BL/ME25/03437,28,31552,160,,,,
BL/ME25/03437,29,31551,100,,,,
BL/ME25/03437,30,35584,100,,,,
BL/ME25/03437,31,35576,100,,,,
BL/ME25/03437,32,35574,200,,,,
BL/ME25/03437,33,31732,600,,,,
BL/ME25/03437,34,31723,400,,,,
BL/ME25/03437,35,31729,300,,,,
BL/ME25/03437,36,31731,200,,,,
BL/ME25/03437,37,31765,240,1403,,,
BL/ME25/03445,1,31772,260,,,,
BL/ME25/03448,38,38711,140,1403,,,
BL/ME25/03448,39,31772,650,,,,
BL/ME25/03448,40,31770,100,1403,,,
BL/ME25/03448,41,31760,42,,,,
BL/ME25/03448,42,31759,60,,,,
BL/ME25/03448,43,31761,750,,,,
BL/ME25/03448,44,34637,480,1403,,,
BL/ME25/03448,45,31773,616,,,,
BL/ME25/03448,46,31762,630,,,,
BL/ME25/03448,47,32084,30,,,,
BL/ME25/03448,48,32079,18,,,,
BL/ME25/03448,49,32085,30,,,,
BL/ME25/03448,50,32080,24,,,,
